,Triangle_index,Size,Angle.C,Angle.B,Angle.A,Side.A_B,SideC_A,Side.B_C,Total_size,Hand,Vision,Type,Angle.Type,Full.Type,duration,Trial_number,subjID,subjposC_x,subjposC_y,AC_angle,AC_dist,SubjAC_angle,SubjAC_dist,DistError,AngleError,M1AE,M1DE,M2AE,M2DE,EEMAE,EEMDE
538,10,10,60,90,30,8.660254038,10,5,23.66025404,LH,off,right,right,60-90-30,49.9389,11,AT25,4.5489,-8.4353,331.6633689,9.58466104,257.8316448,5.839601474,0.609265309,73.83172411,29.39041016,0.443866697,-10.84862878,0.445567996,77.88480247,0.357630632
539,11,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,off,scale,acute,60-75-45,52.1946,13,AT25,6.5325,-7.1124,317.4335715,9.652595757,326.3673896,6.945070664,0.719502902,-8.933818097,13.07639193,0.547761923,1.585995762,0.383724916,62.1106132,0.419341559
540,12,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,off,iso-right,iso-right,45-90-45,81.9151,1,AT25,6.67,-6.9693,316.2570935,9.645451814,282.8501709,7.153253359,0.741619314,33.40692255,16.03745511,0.471229155,3.624535103,0.48512908,55.37411581,0.316883729
541,13,10,60,60,60,10,10,10,30,LH,off,equil,acute,60-60-60,47.4245,24,AT25,8.39,-5.2206,301.8915576,9.919547178,297.8980357,3.116267386,0.314154198,3.993521897,22.70091193,0.531157555,6.442295411,0.448876138,46.09744895,0.370255795
542,14,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,on,scale,obtuse,60-100-20,35.1169,26,AT25,2.858,9.3549,196.9883492,9.76136266,221.3082195,9.585986299,0.982033619,24.31987028,8.919826002,0.490700717,-10.97405388,0.410903232,89.93948999,0.315413236
543,15,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,on,iso,obtuse,30-120-30,27.6885,17,AT25,4.8952,8.0339,211.3547043,9.338227037,178.6120431,5.483226495,0.587180679,-32.74266117,14.12737482,0.444468473,-4.153680784,0.527708201,39.15496803,0.309119312
544,16,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,on,scale,obtuse,45-105-30,36.9589,18,AT25,4.4444,8.5478,207.4720256,9.597040549,194.878247,3.845526534,0.400699207,-12.59377859,7.655196472,0.574510231,0.349274858,0.38689834,74.6724583,0.307538255
545,17,10,60,90,30,8.660254038,10,5,23.66025404,RH,on,right,right,60-90-30,28.5588,15,AT25,4.4341,8.4793,207.6065221,9.558959751,193.706752,4.546478229,0.47562479,-13.89977011,25.16453193,0.419073039,-10.39174435,0.523413388,91.5657422,0.415989372
546,18,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,on,scale,acute,60-75-45,29.4754,25,AT25,6.5606,6.8799,223.6391055,9.518750251,203.7878783,5.470659775,0.574724584,-19.85122728,23.0925774,0.508965881,-16.88187398,0.4245317,66.59099813,0.432607624
547,19,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,on,iso-right,iso-right,45-90-45,41.0819,6,AT25,6.4574,6.8411,223.3473104,9.400718595,273.0260142,6.033412571,0.641803338,49.67870383,21.82734432,0.52492731,-6.461278856,0.517634047,40.92703882,0.431246482
548,20,10,60,60,60,10,10,10,30,RH,on,equil,acute,60-60-60,45.3475,23,AT25,8.2434,5.5401,236.0963367,9.916970603,25.74371709,7.412745584,0.747480847,149.6473804,28.87992667,0.588023675,-4.202451599,0.3900427,56.29025575,0.440711755
549,21,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,on,scale,obtuse,60-100-20,34.1778,20,AT25,2.8968,-8.9741,342.1101489,9.442362851,17.51242828,7.396830513,0.783366476,-35.40227942,10.60236393,0.49748616,2.487357967,0.456408394,98.92302686,0.313742143
550,22,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,on,iso,obtuse,30-120-30,25.4559,14,AT25,4.8624,-8.49,330.1993335,9.758377571,342.5960487,4.624029658,0.4738523,-12.39671517,0.587078342,0.627740191,-3.512971136,0.386695929,52.83968109,0.287596006
551,23,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,on,scale,obtuse,45-105-30,33.0605,12,AT25,4.6887,-8.1105,329.9676875,9.338246382,358.4552687,5.560442523,0.595448256,-28.48758115,13.57945311,0.597320942,-10.15535961,0.498228278,56.95871881,0.248633035
552,24,10,60,90,30,8.660254038,10,5,23.66025404,LH,on,right,right,60-90-30,37.9646,8,AT25,4.4817,-8.618,332.5237891,9.703174169,344.4856104,6.403835117,0.659973222,-11.96182137,10.38586779,0.53707507,-5.27993052,0.362780098,80.69108587,0.324218319
553,25,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,on,scale,acute,60-75-45,45.7263,7,AT25,6.5507,-7.4637,318.7273967,9.937594885,325.8326894,5.09124275,0.512321423,-7.105292627,20.15002668,0.52753316,-6.435093114,0.455715848,71.58815598,0.410929158
554,26,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,on,iso-right,iso-right,45-90-45,29.6442,19,AT25,6.4546,-6.8382,316.6529672,9.402412645,2.740369734,4.848653587,0.515681854,-46.08740249,20.63031021,0.431529452,-8.309076155,0.521423967,41.80628232,0.376515772
555,27,10,60,60,60,10,10,10,30,LH,on,equil,acute,60-60-60,39.9416,22,AT25,8.2642,-5.2518,302.435469,9.644550884,313.1337487,7.553856592,0.783225334,-10.69827965,28.96923544,0.654962095,0.495149284,0.411038143,42.41665273,0.380229054
556,0,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,off,scale,obtuse,60-100-20,55.7687,6,AT26,3.3966,9.4445,199.7805069,10.02875009,133.7372184,8.624696142,0.859997115,-66.04328858,-3.895271461,0.992047082,-17.34673766,0.73194092,72.85235436,0.320260706
557,1,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,off,iso,obtuse,30-120-30,124.144,1,AT26,4.4497,8.0121,209.0465888,9.160027418,194.4322737,13.55144393,1.479410848,-14.6143151,-16.45036792,0.951882022,-16.93238903,0.432346507,90.15766708,0.100452582
558,2,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,off,scale,obtuse,45-105-30,49.0597,23,AT26,4.8566,8.4201,209.9757678,9.752059926,186.1220328,10.96895588,1.124783478,-23.85373503,2.435699994,1.230050244,20.74850525,0.515035312,60.61413959,0.411867175
559,3,10,60,90,30,8.660254038,10,5,23.66025404,RH,off,right,right,60-90-30,81.7258,18,AT26,5.0031,8.3459,210.9413386,9.734448844,175.970527,25.82624155,2.653076919,-34.97081165,-18.23637964,1.406252865,-14.20521734,0.917457748,36.91568162,0.433326887
560,5,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,off,iso-right,iso-right,45-90-45,66.6251,2,AT26,6.3606,7.0608,222.0135629,9.505156187,261.0609639,12.86687813,1.353673509,39.04740093,-12.87447761,1.256921673,-52.6858287,0.944478147,51.08562639,0.650260086
561,6,10,60,60,60,10,10,10,30,RH,off,equil,acute,60-60-60,73.2439,22,AT26,8.5499,4.9409,239.9768208,9.794755141,235.1545418,12.65741306,1.292264368,-4.822279022,-1.096385487,0.734149243,-6.559504172,0.889841773,24.48185038,0.860765708
562,7,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,off,scale,obtuse,60-100-20,39.4937,21,AT26,3.6121,-9.0195,338.1750466,9.71352722,348.0073032,11.13544109,1.146384916,-9.832256655,-12.29393956,1.248215583,20.02384022,0.600581705,53.07787037,0.344379415
563,9,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,off,scale,obtuse,45-105-30,49.077,13,AT26,5.3175,-8.398,327.6585625,9.943994165,355.9004849,11.35901001,1.142298539,-28.24192241,5.853331471,0.770011377,22.79668346,0.610264691,14.05203249,0.345002332
564,10,10,60,90,30,8.660254038,10,5,23.66025404,LH,off,right,right,60-90-30,54.9634,10,AT26,5.0246,-8.5074,329.4332543,9.887577578,340.3333555,15.00116873,1.517173303,-10.90010127,-7.492745816,1.344049731,2.291917394,0.890031224,37.86318014,0.527729757
565,11,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,off,scale,acute,60-75-45,91.6662,9,AT26,6.2555,-7.352,319.606972,9.685290218,334.6426913,8.470049986,0.874527226,-15.03571937,0.63663285,1.343300767,12.07186706,0.925848285,29.21521671,0.666790587
566,12,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,off,iso-right,iso-right,45-90-45,46.0955,28,AT26,7.0352,-7.1098,315.3021722,10.00041145,342.0885488,8.742734494,0.874237479,-26.78637664,0.905441706,0.927565538,12.46162452,0.677090398,9.975442401,0.532721192
567,13,10,60,60,60,10,10,10,30,LH,off,equil,acute,60-60-60,88.6862,8,AT26,8.2599,-5.1457,301.9218183,9.718498676,261.7247594,17.85955227,1.837686341,40.19705889,-6.402816762,1.00673882,-13.15278052,0.494540551,16.58244396,0.776588119
568,14,10,60,100,20,8.793852416,10,3.472963553,22.26681597,RH,on,scale,obtuse,60-100-20,45.8286,19,AT26,3.4456,9.4163,200.0985164,10.02535006,182.6400381,21.44635475,2.139212558,-17.45847835,-10.69781378,1.638571792,-15.48874991,1.489511522,39.457294,0.503637685
569,15,10,30,120,30,5.773502692,10,5.773502692,21.54700538,RH,on,iso,obtuse,30-120-30,32.6485,12,AT26,4.2302,8.78,205.724746,9.747322411,233.6957272,12.59945395,1.292606669,27.97098126,3.592223055,1.200308478,-2.612267562,0.560389334,77.32134365,0.14533939
570,16,10,45,105,30,7.320508076,10,5.176380902,22.49688898,RH,on,scale,obtuse,45-105-30,31.2297,17,AT26,4.2608,8.5312,206.5392558,9.502751994,186.2205021,11.96676557,1.259294737,-20.31875368,14.56215437,0.810229895,12.73021147,0.600858272,53.23231815,0.404333382
571,17,10,60,90,30,8.660254038,10,5,23.66025404,RH,on,right,right,60-90-30,32.7602,24,AT26,4.7752,7.9842,210.8828509,9.301773404,168.1197994,9.76946004,1.050279298,-42.76305152,-11.25557313,1.357211919,-26.22811984,1.326873545,57.10146883,0.530204786
572,18,10,60,75,45,8.965754722,10,7.320508076,26.2862628,RH,on,scale,acute,60-75-45,41.0026,11,AT26,7.1112,6.9929,225.4805646,9.96773749,257.1267664,10.38040758,1.041400578,31.64620179,5.057431862,0.818410888,5.626495206,0.482945783,39.11085707,0.784275762
573,19,10,45,90,45,7.071067812,10,7.071067812,24.14213562,RH,on,iso-right,iso-right,45-90-45,29.1408,27,AT26,6.6715,7.0218,223.5345874,9.683504679,252.24393,10.93469042,1.129207945,28.70934265,-1.217287476,0.948971859,-0.195369836,0.404963798,19.15410193,0.521020475
574,20,10,60,60,60,10,10,10,30,RH,on,equil,acute,60-60-60,54.7299,7,AT26,8.7475,5.1291,239.6147557,10.1068931,197.3288024,10.26354132,1.015499147,-42.28595328,-38.69613279,1.117618591,-48.72565528,0.858392848,9.588780002,0.906241343
575,21,10,60,100,20,8.793852416,10,3.472963553,22.26681597,LH,on,scale,obtuse,60-100-20,32.0449,20,AT26,3.1548,-9.3464,341.348315,9.843089486,354.710557,5.480168141,0.556752852,-13.36224202,-1.234828763,0.504952995,104.8034594,0.2357608,58.81480951,0.379704639
576,22,10,30,120,30,5.773502692,10,5.773502692,21.54700538,LH,on,iso,obtuse,30-120-30,29.0747,15,AT26,5.1265,-8.3614,328.4869125,9.73545562,13.99179173,4.789596129,0.491974522,-45.5048792,-6.602313838,1.147233702,-4.904727523,0.898144487,24.56401057,0.209937681
577,23,10,45,105,30,7.320508076,10,5.176380902,22.49688898,LH,on,scale,obtuse,45-105-30,28.5712,25,AT26,4.9794,-8.6924,330.1939668,9.968401144,321.937094,12.64474252,1.268482512,8.256872838,0.75706261,0.713997744,20.89587502,0.362636725,61.9400961,0.193291719
578,24,10,60,90,30,8.660254038,10,5,23.66025404,LH,on,right,right,60-90-30,34.2569,14,AT26,4.5492,-8.456,331.7204211,9.603620224,340.9436129,6.353168146,0.661538878,-9.223191734,-15.19851799,1.47828651,0.386824298,1.054762774,38.62926942,0.545189787
579,25,10,60,75,45,8.965754722,10,7.320508076,26.2862628,LH,on,scale,acute,60-75-45,658.5346,16,AT26,6.5529,-7.1493,317.4922748,9.666457957,330.0380596,8.882257016,0.918874013,-12.54578477,-19.23293637,1.279090212,-25.45408922,0.959537799,27.65592402,0.805914715
580,26,10,45,90,45,7.071067812,10,7.071067812,24.14213562,LH,on,iso-right,iso-right,45-90-45,43.5052,3,AT26,6.778,-6.9379,315.6679241,9.699621828,214.600385,10.85529938,1.119146661,101.0675391,11.79826433,1.003614277,17.97104179,0.544065538,30.94778618,0.550871483
581,27,10,60,60,60,10,10,10,30,LH,on,equil,acute,60-60-60,53.8479,4,AT26,8.411,-5.0551,301.0063126,9.777536822,292.354416,13.94335855,1.426060449,8.651896592,-17.67666196,1.061228648,-13.66384904,0.62605208,19.6745434,0.867194362
